ID_Transacao,Data_Venda,ID_Cliente,Cidade_Cliente,Nome_Produto,Categoria_Produto,Metodo_Pagamento,Valor_Unitario,Quantidade,Valor_Total
T002506,2023-01-02,C1175,Belo Horizonte,Webcam,Periféricos,Cartão de Crédito,1051.05,2,2102.1
T002507,2024-09-30,C0424,Rio de Janeiro,Smartphone,Telefonia,Boleto,1525.23,1,1525.23
T002508,2024-03-04,C1099,Brasília,Monitor,Informática,Cartão de Crédito,3946.93,3,11840.79
T002509,2024-07-27,C1192,Brasília,Mouse Gamer,Periféricos,Cartão de Crédito,4729.31,3,14187.93
T002510,2024-02-21,C0618,Fortaleza,Webcam,Periféricos,Pix,2169.33,3,6507.99
T002511,2023-11-10,C0678,Fortaleza,Webcam,Periféricos,Pix,994.32,5,4971.6
T002512,2024-02-08,C0322,Curitiba,Cadeira Gamer,Móveis,Pix,1405.6,3,4216.8
T002513,2024-08-15,C0055,Curitiba,Mouse Gamer,Periféricos,Cartão de Débito,3903.26,5,19516.3
T002514,2024-10-15,C0862,Recife,Fone Bluetooth,Acessórios,Boleto,3405.22,1,3405.22
T002515,2024-07-06,C0763,Salvador,Tablet,Telefonia,Pix,998.83,1,998.83
T002516,2024-06-13,C0914,Brasília,Cadeira Gamer,Móveis,Cartão de Débito,1219.52,5,6097.6
T002517,2024-08-07,C1008,Curitiba,Cadeira Gamer,Móveis,Pix,2999.46,2,5998.92
T002518,2023-08-28,C0897,Porto Alegre,Notebook,Informática,Boleto,3662.13,1,3662.13
T002519,2023-04-03,C0332,Campinas,Smartphone,Telefonia,Cartão de Débito,2664.62,5,13323.1
T002520,2024-07-07,C1017,Recife,Cadeira Gamer,Móveis,Pix,2491.1,5,12455.5
T002521,2023-06-15,C0022,Porto Alegre,Smartphone,Telefonia,Cartão de Crédito,4747.93,4,18991.72
T002522,2024-02-23,C0658,Campinas,Cadeira Gamer,Móveis,Cartão de Débito,3322.95,5,16614.75
T002523,2024-07-28,C1050,Recife,Teclado Mecânico,Periféricos,Pix,4328.35,1,4328.35
T002524,2024-12-23,C0535,Curitiba,Webcam,Periféricos,Cartão de Crédito,1964.26,1,1964.26
T002525,2024-08-30,C0987,Recife,Tablet,Telefonia,Pix,3300.14,4,13200.56
T002526,2023-09-01,C0837,Fortaleza,Webcam,Periféricos,Cartão de Crédito,1479.47,1,1479.47
T002527,2023-05-14,C0764,Salvador,Notebook,Informática,Boleto,1034.91,3,3104.73
T002528,2024-07-24,C1193,São Paulo,Fone Bluetooth,Acessórios,Pix,3017.7,5,15088.5
T002529,2023-06-03,C0563,Belo Horizonte,Teclado Mecânico,Periféricos,Boleto,2391.45,5,11957.25
T002530,2024-12-29,C0089,Campinas,Cadeira Gamer,Móveis,Cartão de Débito,4991.82,5,24959.1
T002531,2024-12-06,C0674,Porto Alegre,Notebook,Informática,Cartão de Crédito,221.42,5,1107.1
T002532,2023-05-18,C0522,São Paulo,Mouse Gamer,Periféricos,Cartão de Débito,1332.62,2,2665.24
T002533,2024-08-25,C0139,Recife,Cadeira Gamer,Móveis,Cartão de Crédito,1891.6,3,5674.8
T002534,2024-07-11,C0163,Porto Alegre,Mouse Gamer,Periféricos,Cartão de Débito,967.73,1,967.73
T002535,2024-01-24,C0299,Salvador,Smartphone,Telefonia,Boleto,2439.48,4,9757.92
T002536,2024-07-26,C0834,São Paulo,Smartphone,Telefonia,Boleto,1195.8,3,3587.4
T002537,2024-02-26,C0253,Brasília,Webcam,Periféricos,Cartão de Débito,2132.77,3,6398.31
T002538,2023-12-19,C0872,Salvador,Teclado Mecânico,Periféricos,Cartão de Crédito,2383.92,1,2383.92
T002539,2024-09-06,C0878,São Paulo,Cadeira Gamer,Móveis,Boleto,1010.21,3,3030.63
T002540,2023-01-17,C0930,Rio de Janeiro,Mouse Gamer,Periféricos,Cartão de Crédito,2290.63,4,9162.52
T002541,2024-12-25,C0050,Belo Horizonte,Mouse Gamer,Periféricos,Cartão de Crédito,4397.81,1,4397.81
T002542,2024-02-01,C1069,Belo Horizonte,Monitor,Informática,Boleto,1155.77,5,5778.85
T002543,2023-12-12,C0045,Campinas,Carregador Portátil,Acessórios,Pix,311.2,5,1556.0
T002544,2023-11-09,C0767,Recife,Cadeira Gamer,Móveis,Cartão de Crédito,1918.4,1,1918.4
T002545,2023-09-25,C0369,Brasília,Mouse Gamer,Periféricos,Pix,4816.64,2,9633.28
T002546,2023-03-16,C1159,Curitiba,Tablet,Telefonia,Boleto,3881.45,4,15525.8
T002547,2023-10-28,C0446,Porto Alegre,Fone Bluetooth,Acessórios,Cartão de Débito,4374.92,1,4374.92
T002548,2023-10-16,C0091,Belo Horizonte,Mouse Gamer,Periféricos,Pix,547.37,4,2189.48
T002549,2023-02-14,C0828,Brasília,Mouse Gamer,Periféricos,Cartão de Crédito,1534.59,4,6138.36
T002550,2023-09-30,C0189,Campinas,Notebook,Informática,Pix,2521.79,1,2521.79
T002551,2023-10-22,C0145,Fortaleza,Tablet,Telefonia,Pix,1235.67,4,4942.68
T002552,2024-08-04,C0284,Brasília,Carregador Portátil,Acessórios,Cartão de Débito,915.75,3,2747.25
T002553,2023-03-13,C0536,Belo Horizonte,Smartphone,Telefonia,Cartão de Débito,2940.34,2,5880.68
T002554,2024-10-10,C0631,Curitiba,Tablet,Telefonia,Cartão de Débito,1215.27,5,6076.35
T002555,2024-08-23,C1084,Fortaleza,Webcam,Periféricos,Cartão de Débito,251.93,2,503.86
T002556,2023-03-29,C0183,Salvador,Monitor,Informática,Boleto,1402.61,1,1402.61
T002557,2023-06-27,C0307,Porto Alegre,Monitor,Informática,Cartão de Crédito,335.68,4,1342.72
T002558,2023-03-09,C0707,Porto Alegre,Fone Bluetooth,Acessórios,Cartão de Débito,4766.14,2,9532.28
T002559,2023-12-09,C0227,Campinas,Carregador Portátil,Acessórios,Cartão de Crédito,4835.11,1,4835.11
T002560,2024-08-23,C0085,Belo Horizonte,Cadeira Gamer,Móveis,Cartão de Crédito,4535.05,5,22675.25
T002561,2024-05-03,C1180,Rio de Janeiro,Webcam,Periféricos,Boleto,3329.16,1,3329.16
T002562,2023-09-08,C0771,Belo Horizonte,Mouse Gamer,Periféricos,Boleto,1644.73,5,8223.65
T002563,2024-04-02,C0171,Rio de Janeiro,Notebook,Informática,Pix,1675.3,5,8376.5
T002564,2024-01-03,C0474,Curitiba,Teclado Mecânico,Periféricos,Cartão de Débito,2194.47,1,2194.47
T002565,2023-04-27,C0941,Brasília,Carregador Portátil,Acessórios,Cartão de Crédito,306.15,1,306.15
T002566,2023-07-25,C0748,Campinas,Webcam,Periféricos,Cartão de Débito,1682.41,5,8412.05
T002567,2023-09-27,C0392,Porto Alegre,Fone Bluetooth,Acessórios,Cartão de Crédito,798.89,1,798.89
T002568,2024-05-04,C0828,Fortaleza,Monitor,Informática,Cartão de Débito,286.58,5,1432.9
T002569,2024-04-12,C0556,Fortaleza,Monitor,Informática,Cartão de Crédito,2067.25,2,4134.5
T002570,2023-03-14,C0248,Fortaleza,Webcam,Periféricos,Boleto,1374.93,3,4124.79
T002571,2024-10-28,C0425,Curitiba,Fone Bluetooth,Acessórios,Cartão de Crédito,925.62,5,4628.1
T002572,2024-02-23,C1134,Recife,Tablet,Telefonia,Cartão de Crédito,3255.64,4,13022.56
T002573,2023-12-20,C0966,Fortaleza,Teclado Mecânico,Periféricos,Boleto,3154.09,1,3154.09
T002574,2023-05-10,C0096,São Paulo,Webcam,Periféricos,Pix,36.62,3,109.86
T002575,2023-07-30,C0572,Belo Horizonte,Cadeira Gamer,Móveis,Boleto,4926.25,3,14778.75
T002576,2024-10-31,C0766,Curitiba,Teclado Mecânico,Periféricos,Cartão de Débito,4766.95,4,19067.8
T002577,2023-12-11,C0792,Salvador,Teclado Mecânico,Periféricos,Pix,1039.84,5,5199.2
T002578,2024-07-31,C0164,Curitiba,Notebook,Informática,Boleto,4459.52,3,13378.56
T002579,2023-07-27,C0632,Belo Horizonte,Notebook,Informática,Cartão de Débito,3336.65,4,13346.6
T002580,2024-04-20,C0195,Rio de Janeiro,Notebook,Informática,Boleto,224.85,3,674.55
T002581,2023-07-19,C0225,Porto Alegre,Webcam,Periféricos,Boleto,2675.94,5,13379.7
T002582,2023-01-04,C0558,Curitiba,Carregador Portátil,Acessórios,Cartão de Débito,3893.37,3,11680.11
T002583,2023-01-09,C0996,Brasília,Webcam,Periféricos,Boleto,908.86,2,1817.72
T002584,2023-06-15,C0255,Rio de Janeiro,Tablet,Telefonia,Boleto,787.14,5,3935.7
T002585,2023-01-24,C0402,Porto Alegre,Smartphone,Telefonia,Cartão de Débito,3125.76,3,9377.28
T002586,2024-03-15,C0578,Salvador,Fone Bluetooth,Acessórios,Boleto,3158.61,3,9475.83
T002587,2024-03-14,C0537,Campinas,Mouse Gamer,Periféricos,Pix,1641.36,3,4924.08
T002588,2024-01-25,C0534,Curitiba,Fone Bluetooth,Acessórios,Boleto,1930.39,2,3860.78
T002589,2024-05-19,C1159,Recife,Tablet,Telefonia,Boleto,1906.65,5,9533.25
T002590,2024-03-25,C0699,Campinas,Smartphone,Telefonia,Cartão de Débito,4590.31,4,18361.24
T002591,2023-04-30,C0701,Salvador,Carregador Portátil,Acessórios,Cartão de Crédito,540.67,2,1081.34
T002592,2023-08-10,C0634,Brasília,Smartphone,Telefonia,Cartão de Débito,3178.75,4,12715.0
T002593,2024-08-24,C0865,São Paulo,Carregador Portátil,Acessórios,Boleto,1878.33,3,5634.99
T002594,2023-02-04,C0430,Salvador,Smartphone,Telefonia,Boleto,1787.6,4,7150.4
T002595,2023-06-15,C1050,Recife,Webcam,Periféricos,Cartão de Débito,287.55,5,1437.75
T002596,2023-01-16,C0737,São Paulo,Smartphone,Telefonia,Boleto,3009.85,4,12039.4
T002597,2024-07-04,C1008,Salvador,Mouse Gamer,Periféricos,Cartão de Crédito,1863.28,4,7453.12
T002598,2023-04-27,C0110,Rio de Janeiro,Monitor,Informática,Cartão de Crédito,4148.21,2,8296.42
T002599,2023-07-28,C0265,Curitiba,Cadeira Gamer,Móveis,Cartão de Crédito,1945.54,2,3891.08
T002600,2023-02-18,C1017,Curitiba,Cadeira Gamer,Móveis,Boleto,4372.31,4,17489.24
T002601,2023-11-16,C0880,Campinas,Notebook,Informática,Cartão de Débito,4278.75,3,12836.25
T002602,2024-06-20,C0300,Campinas,Monitor,Informática,Cartão de Crédito,1342.25,3,4026.75
T002603,2024-09-19,C0071,Brasília,Fone Bluetooth,Acessórios,Cartão de Crédito,3343.22,3,10029.66
T002604,2024-01-07,C0590,Campinas,Fone Bluetooth,Acessórios,Cartão de Crédito,3330.06,2,6660.12
T002605,2024-10-03,C0909,Curitiba,Fone Bluetooth,Acessórios,Cartão de Crédito,773.09,3,2319.27
T002606,2023-11-02,C0906,Recife,Monitor,Informática,Cartão de Débito,3305.64,5,16528.2
T002607,2023-08-10,C0129,Recife,Smartphone,Telefonia,Pix,2910.01,2,5820.02
T002608,2024-10-20,C0730,Salvador,Fone Bluetooth,Acessórios,Cartão de Crédito,3595.52,2,7191.04
T002609,2023-11-09,C0320,Brasília,Webcam,Periféricos,Boleto,3809.84,1,3809.84
T002610,2024-04-24,C0371,Salvador,Cadeira Gamer,Móveis,Cartão de Débito,3880.41,1,3880.41
T002611,2023-06-19,C0896,Recife,Monitor,Informática,Boleto,4735.05,3,14205.15
T002612,2023-06-05,C1116,Rio de Janeiro,Webcam,Periféricos,Cartão de Crédito,1847.92,2,3695.84
T002613,2023-06-23,C0733,Porto Alegre,Teclado Mecânico,Periféricos,Pix,4075.01,1,4075.01
T002614,2023-03-08,C0702,Brasília,Notebook,Informática,Cartão de Débito,4889.72,2,9779.44
T002615,2023-05-24,C0434,Recife,Teclado Mecânico,Periféricos,Boleto,1553.7,2,3107.4
T002616,2024-12-04,C1189,São Paulo,Cadeira Gamer,Móveis,Cartão de Crédito,1199.31,2,2398.62
T002617,2024-09-19,C0372,Campinas,Monitor,Informática,Pix,322.65,4,1290.6
T002618,2023-04-23,C0609,Curitiba,Mouse Gamer,Periféricos,Cartão de Crédito,2464.49,2,4928.98
T002619,2024-06-30,C0471,São Paulo,Tablet,Telefonia,Cartão de Crédito,2637.07,1,2637.07
T002620,2024-05-22,C0816,Recife,Notebook,Informática,Pix,2312.16,4,9248.64
T002621,2023-08-24,C0039,Recife,Smartphone,Telefonia,Cartão de Débito,1368.72,4,5474.88
T002622,2023-11-06,C0369,Campinas,Webcam,Periféricos,Pix,860.45,1,860.45
T002623,2024-04-23,C0343,Salvador,Teclado Mecânico,Periféricos,Cartão de Débito,3076.75,2,6153.5
T002624,2024-10-02,C0961,Rio de Janeiro,Smartphone,Telefonia,Cartão de Crédito,2441.89,2,4883.78
T002625,2024-11-21,C0546,Rio de Janeiro,Monitor,Informática,Boleto,4444.19,3,13332.57
T002626,2023-05-09,C0226,Belo Horizonte,Monitor,Informática,Boleto,1664.97,2,3329.94
T002627,2023-01-17,C0963,Brasília,Smartphone,Telefonia,Cartão de Débito,3723.03,4,14892.12
T002628,2024-01-05,C0322,Rio de Janeiro,Cadeira Gamer,Móveis,Cartão de Débito,2824.56,4,11298.24
T002629,2024-06-06,C1178,Campinas,Notebook,Informática,Cartão de Débito,4275.17,1,4275.17
T002630,2024-10-18,C0794,Curitiba,Fone Bluetooth,Acessórios,Pix,1622.2,2,3244.4
T002631,2023-04-11,C1115,São Paulo,Fone Bluetooth,Acessórios,Cartão de Débito,3686.3,1,3686.3
T002632,2023-03-31,C0770,Belo Horizonte,Smartphone,Telefonia,Cartão de Crédito,3186.59,1,3186.59
T002633,2023-09-01,C0048,São Paulo,Webcam,Periféricos,Cartão de Crédito,2828.51,4,11314.04
T002634,2023-07-22,C0396,Rio de Janeiro,Smartphone,Telefonia,Boleto,2446.86,3,7340.58
T002635,2023-04-02,C0540,Salvador,Mouse Gamer,Periféricos,Cartão de Débito,2816.03,1,2816.03
T002636,2023-02-11,C0126,Salvador,Fone Bluetooth,Acessórios,Cartão de Crédito,4403.36,5,22016.8
T002637,2023-06-07,C0865,Campinas,Tablet,Telefonia,Pix,3975.95,4,15903.8
T002638,2023-03-05,C0708,Curitiba,Cadeira Gamer,Móveis,Pix,1765.98,2,3531.96
T002639,2024-11-27,C0711,Porto Alegre,Monitor,Informática,Cartão de Crédito,2847.37,2,5694.74
T002640,2024-06-14,C0941,Belo Horizonte,Mouse Gamer,Periféricos,Cartão de Crédito,4812.33,5,24061.65
T002641,2024-05-19,C0787,Salvador,Smartphone,Telefonia,Cartão de Débito,3110.99,3,9332.97
T002642,2024-08-04,C0544,Salvador,Tablet,Telefonia,Cartão de Crédito,2678.85,3,8036.55
T002643,2024-02-07,C1066,Campinas,Smartphone,Telefonia,Cartão de Débito,2106.02,3,6318.06
T002644,2023-10-14,C0673,Belo Horizonte,Tablet,Telefonia,Cartão de Crédito,1562.15,4,6248.6
T002645,2024-10-14,C0635,Curitiba,Fone Bluetooth,Acessórios,Cartão de Crédito,4768.27,5,23841.35
T002646,2023-10-07,C1133,Curitiba,Teclado Mecânico,Periféricos,Pix,4803.87,5,24019.35
T002647,2023-10-06,C0733,São Paulo,Monitor,Informática,Pix,808.98,1,808.98
T002648,2023-11-18,C0838,Campinas,Tablet,Telefonia,Cartão de Crédito,1368.77,1,1368.77
T002649,2023-07-24,C0735,Curitiba,Fone Bluetooth,Acessórios,Cartão de Crédito,3773.09,4,15092.36
T002650,2023-09-11,C0298,Campinas,Teclado Mecânico,Periféricos,Boleto,3711.48,4,14845.92
T002651,2024-01-16,C0878,Porto Alegre,Tablet,Telefonia,Boleto,799.77,5,3998.85
T002652,2024-05-06,C0246,Salvador,Webcam,Periféricos,Cartão de Crédito,3780.41,4,15121.64
T002653,2024-11-14,C0234,São Paulo,Fone Bluetooth,Acessórios,Boleto,2425.04,2,4850.08
T002654,2024-07-10,C0896,Campinas,Fone Bluetooth,Acessórios,Boleto,4727.64,2,9455.28
T002655,2023-05-30,C0707,Porto Alegre,Mouse Gamer,Periféricos,Cartão de Débito,4227.56,5,21137.8
T002656,2023-08-10,C0502,São Paulo,Teclado Mecânico,Periféricos,Boleto,1406.2,2,2812.4
T002657,2023-08-28,C0859,Campinas,Fone Bluetooth,Acessórios,Pix,752.74,5,3763.7
T002658,2024-01-06,C0783,Brasília,Tablet,Telefonia,Pix,492.59,2,985.18
T002659,2023-06-07,C1176,Curitiba,Smartphone,Telefonia,Boleto,4996.67,1,4996.67
T002660,2024-12-05,C1035,Salvador,Fone Bluetooth,Acessórios,Cartão de Crédito,3923.18,1,3923.18
T002661,2023-06-30,C0711,Belo Horizonte,Tablet,Telefonia,Pix,1191.49,1,1191.49
T002662,2024-09-02,C0791,Recife,Mouse Gamer,Periféricos,Cartão de Crédito,2808.39,3,8425.17
T002663,2024-12-03,C0806,Recife,Notebook,Informática,Cartão de Crédito,3610.57,5,18052.85
T002664,2023-10-21,C0350,Curitiba,Cadeira Gamer,Móveis,Cartão de Débito,4184.51,2,8369.02
T002665,2023-10-08,C0521,Recife,Carregador Portátil,Acessórios,Boleto,3684.02,2,7368.04
T002666,2024-08-10,C0658,Brasília,Smartphone,Telefonia,Boleto,1831.46,2,3662.92
T002667,2024-10-01,C0921,Belo Horizonte,Monitor,Informática,Cartão de Crédito,1436.56,3,4309.68
T002668,2023-08-22,C0643,Rio de Janeiro,Tablet,Telefonia,Pix,862.85,5,4314.25
T002669,2024-06-18,C0370,Curitiba,Fone Bluetooth,Acessórios,Cartão de Crédito,837.19,1,837.19
T002670,2024-08-17,C0547,Campinas,Monitor,Informática,Cartão de Crédito,4801.3,4,19205.2
T002671,2023-09-05,C0130,Porto Alegre,Tablet,Telefonia,Cartão de Crédito,4127.23,4,16508.92
T002672,2024-12-31,C0161,Recife,Tablet,Telefonia,Cartão de Débito,853.65,4,3414.6
T002673,2024-04-26,C0596,Curitiba,Notebook,Informática,Cartão de Crédito,1660.04,4,6640.16
T002674,2024-11-26,C0207,Curitiba,Mouse Gamer,Periféricos,Boleto,2851.42,2,5702.84
T002675,2023-01-07,C0337,Recife,Notebook,Informática,Cartão de Débito,685.67,1,685.67
T002676,2024-01-26,C0113,Curitiba,Cadeira Gamer,Móveis,Boleto,1688.29,4,6753.16
T002677,2024-09-04,C0797,São Paulo,Fone Bluetooth,Acessórios,Cartão de Crédito,4182.2,3,12546.6
T002678,2023-11-30,C0573,Rio de Janeiro,Teclado Mecânico,Periféricos,Cartão de Débito,4800.98,1,4800.98
T002679,2024-06-13,C0121,Recife,Monitor,Informática,Boleto,4873.59,5,24367.95
T002680,2024-02-11,C0411,Porto Alegre,Monitor,Informática,Cartão de Débito,1319.1,1,1319.1
T002681,2023-11-03,C0117,Fortaleza,Teclado Mecânico,Periféricos,Cartão de Débito,3917.64,2,7835.28
T002682,2024-01-13,C0479,Recife,Notebook,Informática,Boleto,3887.2,2,7774.4
T002683,2024-08-25,C0175,Belo Horizonte,Notebook,Informática,Cartão de Débito,390.59,5,1952.95
T002684,2024-08-22,C1068,Curitiba,Monitor,Informática,Cartão de Crédito,768.5,4,3074.0
T002685,2023-04-09,C0212,Porto Alegre,Carregador Portátil,Acessórios,Cartão de Crédito,88.14,1,88.14
T002686,2024-03-08,C0987,Belo Horizonte,Webcam,Periféricos,Cartão de Débito,4569.67,2,9139.34
T002687,2024-05-28,C0377,Salvador,Webcam,Periféricos,Pix,402.68,3,1208.04
T002688,2024-03-22,C0891,Recife,Tablet,Telefonia,Cartão de Crédito,383.91,1,383.91
T002689,2023-05-14,C0065,Fortaleza,Monitor,Informática,Boleto,1459.7,4,5838.8
T002690,2023-05-13,C0257,Campinas,Fone Bluetooth,Acessórios,Pix,3981.42,1,3981.42
T002691,2023-05-26,C0886,Belo Horizonte,Smartphone,Telefonia,Cartão de Crédito,2237.01,2,4474.02
T002692,2023-11-24,C0052,Brasília,Fone Bluetooth,Acessórios,Cartão de Crédito,950.08,1,950.08
T002693,2024-04-07,C0835,Salvador,Notebook,Informática,Pix,4368.37,1,4368.37
T002694,2023-03-02,C0614,Porto Alegre,Teclado Mecânico,Periféricos,Cartão de Crédito,3753.21,1,3753.21
T002695,2024-03-12,C1163,Rio de Janeiro,Carregador Portátil,Acessórios,Cartão de Crédito,4372.67,5,21863.35
T002696,2023-01-29,C0574,Recife,Mouse Gamer,Periféricos,Cartão de Débito,3322.99,4,13291.96
T002697,2023-05-27,C0939,Salvador,Fone Bluetooth,Acessórios,Cartão de Débito,3126.64,2,6253.28
T002698,2023-09-25,C0456,Campinas,Monitor,Informática,Pix,3988.66,4,15954.64
T002699,2024-07-13,C0177,Curitiba,Mouse Gamer,Periféricos,Pix,2020.97,4,8083.88
T002700,2024-09-18,C0093,São Paulo,Webcam,Periféricos,Pix,1302.05,1,1302.05
T002701,2024-01-07,C0888,Salvador,Tablet,Telefonia,Boleto,3546.65,2,7093.3
T002702,2024-11-18,C0185,Campinas,Monitor,Informática,Cartão de Débito,2402.48,2,4804.96
T002703,2023-06-04,C0136,Campinas,Notebook,Informática,Boleto,2952.24,5,14761.2
T002704,2024-04-16,C0438,Belo Horizonte,Teclado Mecânico,Periféricos,Pix,1284.52,4,5138.08
T002705,2023-06-24,C0937,Campinas,Tablet,Telefonia,Cartão de Débito,1821.21,5,9106.05
T002706,2023-07-24,C0389,Recife,Notebook,Informática,Boleto,3859.99,5,19299.95
T002707,2023-11-11,C0253,Rio de Janeiro,Mouse Gamer,Periféricos,Pix,719.37,4,2877.48
T002708,2024-11-04,C0577,Rio de Janeiro,Tablet,Telefonia,Cartão de Crédito,2515.31,4,10061.24
T002709,2024-09-15,C0010,Fortaleza,Webcam,Periféricos,Pix,3904.31,1,3904.31
T002710,2024-01-18,C0620,Belo Horizonte,Webcam,Periféricos,Pix,3033.82,1,3033.82
T002711,2024-10-19,C0446,Salvador,Smartphone,Telefonia,Pix,206.09,1,206.09
T002712,2024-08-11,C0065,Salvador,Notebook,Informática,Cartão de Crédito,100.16,1,100.16
T002713,2023-08-05,C0351,Rio de Janeiro,Monitor,Informática,Boleto,4826.8,5,24134.0
T002714,2023-06-25,C1106,Belo Horizonte,Webcam,Periféricos,Pix,1619.51,1,1619.51
T002715,2024-01-31,C0812,Brasília,Teclado Mecânico,Periféricos,Cartão de Crédito,3654.54,2,7309.08
T002716,2024-06-19,C0064,Curitiba,Fone Bluetooth,Acessórios,Pix,2996.34,2,5992.68
T002717,2024-02-29,C0079,Campinas,Smartphone,Telefonia,Pix,81.51,4,326.04
T002718,2024-08-01,C0675,São Paulo,Webcam,Periféricos,Pix,1956.32,3,5868.96
T002719,2023-12-29,C0324,Curitiba,Fone Bluetooth,Acessórios,Pix,3698.72,4,14794.88
T002720,2023-10-08,C0219,Belo Horizonte,Webcam,Periféricos,Cartão de Débito,1536.1,4,6144.4
T002721,2024-04-18,C0053,São Paulo,Mouse Gamer,Periféricos,Pix,964.89,1,964.89
T002722,2023-12-16,C0344,Belo Horizonte,Webcam,Periféricos,Cartão de Débito,678.42,2,1356.84
T002723,2024-08-17,C0534,Curitiba,Smartphone,Telefonia,Boleto,4199.84,5,20999.2
T002724,2023-10-04,C0487,Rio de Janeiro,Notebook,Informática,Boleto,488.27,2,976.54
T002725,2024-02-18,C0347,Recife,Mouse Gamer,Periféricos,Pix,1234.05,3,3702.15
T002726,2024-12-21,C0625,Rio de Janeiro,Notebook,Informática,Cartão de Crédito,2337.63,3,7012.89
T002727,2023-04-30,C0699,Curitiba,Teclado Mecânico,Periféricos,Cartão de Crédito,3613.45,5,18067.25
T002728,2023-08-23,C0968,Recife,Cadeira Gamer,Móveis,Cartão de Crédito,4415.35,1,4415.35
T002729,2024-10-20,C0078,Fortaleza,Cadeira Gamer,Móveis,Pix,1730.12,1,1730.12
T002730,2024-11-18,C1039,Campinas,Webcam,Periféricos,Boleto,980.27,5,4901.35
T002731,2024-01-28,C0761,Brasília,Carregador Portátil,Acessórios,Boleto,3090.79,3,9272.37
T002732,2023-07-06,C0218,Rio de Janeiro,Mouse Gamer,Periféricos,Boleto,4133.95,3,12401.85
T002733,2024-06-19,C0601,São Paulo,Smartphone,Telefonia,Cartão de Débito,2054.59,5,10272.95
T002734,2023-08-08,C0964,Porto Alegre,Teclado Mecânico,Periféricos,Boleto,4176.54,1,4176.54
T002735,2024-10-26,C1025,Porto Alegre,Webcam,Periféricos,Boleto,1490.07,4,5960.28
T002736,2023-03-06,C0938,Recife,Fone Bluetooth,Acessórios,Cartão de Crédito,745.83,1,745.83
T002737,2024-06-07,C1170,Campinas,Fone Bluetooth,Acessórios,Cartão de Crédito,769.15,4,3076.6
T002738,2024-01-19,C0285,Fortaleza,Carregador Portátil,Acessórios,Pix,33.17,1,33.17
T002739,2023-12-12,C0059,Brasília,Fone Bluetooth,Acessórios,Cartão de Crédito,4129.14,4,16516.56
T002740,2024-06-21,C0934,São Paulo,Tablet,Telefonia,Pix,1670.59,1,1670.59
T002741,2023-09-25,C0407,Belo Horizonte,Monitor,Informática,Cartão de Débito,2237.56,3,6712.68
T002742,2023-03-22,C0186,Brasília,Smartphone,Telefonia,Pix,4694.23,3,14082.69
T002743,2023-12-07,C0446,Campinas,Tablet,Telefonia,Boleto,1609.31,1,1609.31
T002744,2023-06-10,C0515,Rio de Janeiro,Cadeira Gamer,Móveis,Boleto,2382.12,2,4764.24
T002745,2023-01-21,C0829,Brasília,Tablet,Telefonia,Boleto,4354.44,3,13063.32
T002746,2023-11-02,C0348,Salvador,Fone Bluetooth,Acessórios,Pix,4164.64,2,8329.28
T002747,2024-11-18,C0175,Campinas,Tablet,Telefonia,Pix,4926.71,1,4926.71
T002748,2023-01-14,C0506,Rio de Janeiro,Webcam,Periféricos,Pix,1664.95,4,6659.8
T002749,2024-06-11,C0587,Belo Horizonte,Mouse Gamer,Periféricos,Cartão de Crédito,3354.21,1,3354.21
T002750,2023-01-05,C0913,Belo Horizonte,Mouse Gamer,Periféricos,Cartão de Débito,4085.58,1,4085.58
T002751,2024-05-02,C0458,Campinas,Monitor,Informática,Boleto,3175.56,4,12702.24
T002752,2023-07-18,C0263,Salvador,Teclado Mecânico,Periféricos,Pix,25.09,1,25.09
T002753,2024-09-02,C0259,Salvador,Monitor,Informática,Pix,2563.16,2,5126.32
T002754,2024-03-07,C0436,Porto Alegre,Fone Bluetooth,Acessórios,Pix,3697.22,3,11091.66
T002755,2024-10-22,C1150,Porto Alegre,Teclado Mecânico,Periféricos,Cartão de Débito,1682.51,3,5047.53
T002756,2024-11-01,C0643,Fortaleza,Teclado Mecânico,Periféricos,Pix,4983.86,5,24919.3
T002757,2023-10-30,C0270,Recife,Carregador Portátil,Acessórios,Boleto,2513.23,4,10052.92
T002758,2024-11-08,C0666,Curitiba,Tablet,Telefonia,Cartão de Débito,3366.07,2,6732.14
T002759,2023-12-01,C0808,Brasília,Webcam,Periféricos,Pix,3396.45,1,3396.45
T002760,2023-04-11,C0141,São Paulo,Fone Bluetooth,Acessórios,Cartão de Crédito,4276.4,2,8552.8
T002761,2024-08-26,C0403,Recife,Smartphone,Telefonia,Cartão de Débito,2488.18,2,4976.36
T002762,2023-05-01,C1133,Campinas,Webcam,Periféricos,Cartão de Débito,1272.95,2,2545.9
T002763,2023-11-17,C0274,Rio de Janeiro,Cadeira Gamer,Móveis,Cartão de Débito,4774.09,3,14322.27
T002764,2024-11-20,C0749,Brasília,Monitor,Informática,Pix,23.62,4,94.48
T002765,2023-04-04,C0843,Belo Horizonte,Cadeira Gamer,Móveis,Pix,2498.81,2,4997.62
T002766,2024-09-08,C1095,Recife,Notebook,Informática,Cartão de Crédito,368.65,5,1843.25
T002767,2023-11-21,C0760,São Paulo,Smartphone,Telefonia,Cartão de Débito,1364.96,1,1364.96
